# Down sampled to 2000 coordinates
X,Y,Z
24812.047345104667,2185.9339923811,-11475.843542605677
17454.105943743332,2484.060351186268,10785.3506337839
17388.374488332895,1638.370652727628,2129.302294710663
15981.624751903784,-7726.816349505119,3921.962807984615
19661.829384689,-2325.3179192280563,-15707.18950638852
36256.00793019514,20623.2195169479,-13549.09520614798
19528.23174710585,16762.809582000977,-6211.837782725663
23064.717835648007,1239.2081250375838,139.09762381205428
8021.675303649654,2015.304417842786,1928.516758038576
19294.971407568974,3872.641225655819,-4184.063392654243
24546.5155270321,-3441.5043255775245,-1868.260263104262
21947.15371517918,-3336.6419410014223,-3242.2129384378795
29610.28613959896,1556.3027998927278,-3397.7332190115985
7539.510523323104,1982.711110410642,-5631.084869882471
11376.24794398321,8170.330323385642,-12145.879517933308
48661.86360703141,7229.897045162207,545.7942108131047
11448.170375501786,-907.3792292736516,-4834.933635725954
29123.74523434715,-2846.655966867068,-4353.227387022464
16638.71461973856,-13035.777646455505,-9779.27254814467
10773.632639753492,865.6601074461513,-13701.711921665408
20794.70839495455,-3543.6149850821043,-5085.167270273232
31457.806759477902,-2727.8524186705595,-7287.533503070746
11258.711785352083,980.3996007759192,-4719.217439189658
43727.963946117314,-17971.799889064117,3337.891861519439
17466.986235174816,-7402.773132532116,-8348.801606937093
14050.520645023027,-9902.034749141749,-9007.21381200869
17576.396243779887,-9582.590904281966,-6752.187264999808
12405.312018222823,6661.1822449920455,-5544.770211329595
10199.618878802989,437.1289031049236,-11394.28427868828
11240.46190770235,-2103.314637055036,-1991.678863802548
16953.167696077835,7208.318421801334,8416.628535425934
62307.22573042884,4259.093230539895,-7451.60128040641
40714.12128219161,-3522.30516797318,-12113.599681844657
32553.252876593742,154.77186001796102,-4490.501037518094
9560.028697815147,4439.202628129906,-6187.673078091971
9967.986376020002,-145.86532662674492,829.0947912775547
25016.349533698296,2566.6992774323585,-13537.211189811984
9793.22295079674,1296.9331172493814,-5611.310101056442
14367.68295298469,-2096.441647615372,-3425.408630754142
12313.353549780824,-6548.366569468403,-10353.896906620106
11248.082317491746,-3418.4071198513343,-1447.0358080026062
12470.89883440913,-1408.489716896201,5625.725052723728
20852.412808078323,422.5623534831709,-3090.305068326724
23709.377804293137,701.9822568715764,3226.2345844393576
8781.80582474847,2173.8129398667843,-519.1490138553411
8064.126015269207,3248.599850131865,-4592.293169729704
25387.554758253344,5977.988646579292,-1470.634514007677
20155.56467039919,-4347.375296012792,1241.5679012124665
9476.161445815767,1776.2806952662827,-7627.264847277781
8113.319756495503,-1357.024778320751,-4347.890278263356
27663.936738901168,2410.085926317538,-182.9944473248218
29585.217649351347,10520.911855476304,7561.330884211245
19524.981868997587,-42.68926881321566,1139.3091175187783
34861.76843616234,682.9042393178253,-5690.865063275748
13433.70329570818,4204.834754955225,-2562.479044398554
33092.081091355285,10819.542504895342,-11705.503901018488
8836.157145831148,-2210.3010255012214,-2540.1673536879944
11389.432585231309,-7116.529964794596,-7377.669941033377
15459.273619046227,9760.221822477835,-10599.084688955172
14036.071380969302,3507.5463946867367,-3048.28685154305
26297.64556389698,-2662.0637992125835,-2907.3318070183564
10092.100288633124,-3967.444194658352,-6226.318344900126
12695.260368929095,-3031.777789759214,1579.930933205957
8044.922005124378,739.4009213381343,-3935.1011192930655
17164.458673631412,-4066.192473877123,2391.606940911583
8315.269997862111,1861.7303554121577,-6344.105213995613
8337.78188646979,1804.359220601054,-6350.214923817899
19678.373297143346,6508.063257198761,-1020.694891514028
11564.598171644026,-5041.755962258379,-4719.460918479616
8755.16541938038,-2160.8390162263822,-1878.5046578499991
25944.84841635354,-10710.396402486189,2300.02642506328
8645.35553890591,3981.412563987018,-3456.269055889025
13649.454774681528,-3949.771685990799,2080.603112158939
24122.61545694507,-7082.631526228955,-398.3368473778926
32995.64323167005,110.2936885914864,-4772.281925108519
8987.702871480184,-260.4381014230827,-4674.271122831109
26524.20005565088,-13054.761157694984,6390.91392822325
26612.36348722064,-5231.221386664597,-5268.252214541363
45257.1971795384,13293.492863962185,-9133.413800539389
6637.598542235936,1743.1969716925107,-2034.39200552711
7429.849853436045,2194.675702054985,-2016.4102697690653
8758.435419187621,-2015.115824345224,1088.8121597140464
16098.2370837647,2945.436476427456,-14686.330254935903
37836.1110717476,9592.825496595826,-7082.319771501098
10987.360234421749,3178.22761486376,2575.752736013548
7958.395773182407,-242.2656954889046,-2995.129617037549
14977.928833811458,12240.267155338395,-12599.069246513503
10840.26047973665,6882.045101919257,-10084.840025948184
18180.172405129902,-6821.716035059256,-3088.3382595107387
11956.097086978594,5197.563132609299,-6552.730982949622
9657.03320431913,-3650.307959454037,-12268.333888720064
41984.3665908183,-9266.60778481418,5211.868477137782
8809.422056381658,-308.28599370652563,-4594.939620061425
24581.124842892343,-1538.274259074892,318.7819168596879
28358.35829787792,-20745.930279636766,-14176.640616199811
9189.555930533126,-4422.657107437316,-5741.705788171776
9116.214763697417,-4996.463612014714,-7473.06361802721
31973.628194991,25191.426074950145,-14398.517948048631
19461.72751514148,3261.4753606333247,5393.343406522007
21430.91032326845,-4944.377204292962,-1403.343554501635
11950.61405171518,5156.97051666541,-3548.403004026078
43429.71903487412,-1134.649771624917,-586.666461565428
31443.798562607983,2421.545914994161,-3771.024345154673
18030.681711896188,-545.7568480796058,889.2848742807031
34040.684152681446,5474.238008529864,-14654.07971264091
9503.253685331389,-780.4472146340916,1170.429352809645
9432.563524638645,1169.7752734393437,-708.4279081199658
10174.145342282303,-2787.604813697543,-1365.2356918228088
32237.7882049555,5667.210864731867,-4494.070265113325
32020.751401289817,261.53057407257097,-4127.046969345597
26859.836353844366,-327.5955592654144,-7380.136049585354
36873.57383616147,7746.101809044543,3566.950726771844
14514.841983647952,4531.301259624043,1176.523987119913
63180.38841931401,-6688.799298742244,5269.726253798315
11955.25443924846,5338.242418137341,-3787.920344889216
21835.840127829604,11625.819495024743,-1684.5947676517612
17430.76264033372,-5048.345832907263,-16646.2761439405
13178.786035960093,4754.80897819532,-7160.137098573283
38018.37153677638,-926.385985768457,-5407.980903501788
21925.395287661304,-11857.39570487622,-7856.789719779274
12252.75415580242,967.12578730987,-8053.914094775931
8458.397629179479,1948.1545038963804,3683.426164380199
7800.612964698457,2240.186301862232,-360.14341785191306
23908.557841960774,-5024.798111828895,1045.910924780503
13673.806657077528,-6454.72373358952,-8232.584923023294
13267.47884638697,-5899.327157166048,-10072.29283505682
22022.547273520955,-10203.805430624365,-10993.110020867023
7490.730620273443,1483.3319063569247,-6148.711897942253
8443.351421484245,-683.734811998683,-1876.552478334896
10318.169904744624,4551.943906669422,-1706.051008112005
17766.34617131393,-1225.114470978915,1006.3769348507826
11158.58556364043,4255.769555825001,-5209.359324990692
27670.70740390117,3038.33675258832,443.4576797593078
9624.698127104728,4900.998086413561,-9093.669099073122
12452.952709215411,7529.492917812332,-6200.115874576346
33869.883235888905,496.0067658426245,-4732.774906722512
17447.922481279165,-2639.597294441022,-20769.9605713283
13203.21867769935,60.75553597370847,-6676.8670885199845
5594.373788277433,-1892.9801177462664,-4935.264470827627
10048.632484209937,16.390923284375386,-8889.315197157073
11490.15761358416,-2031.4946968009128,-3890.787309018896
11250.791369804889,5108.024020131831,-4998.394299577717
8961.933095228667,1714.7765675700682,-907.054151566984
9494.554905200515,3231.0672266134707,-11142.437522627082
20573.80361315989,-10290.684061417196,-9147.31512741161
10950.862157700454,-6473.31370877429,-3742.059938129437
23906.748795174088,-4766.243597963598,-1326.6767588786092
34886.39760001044,436.504963563473,-4512.4275486600845
20285.357226266136,-11114.992630603949,-8379.512289726834
25840.71695680862,-5998.944474820369,-2730.9958241899485
11118.131397976553,-1305.959070735291,-6327.077309254242
29633.69192042672,-7508.265545582715,5829.839507954319
16828.132325830542,1002.7467744454704,1315.1558405528033
17660.47776581538,3307.8671603636003,-6634.109456599796
11467.266269740148,5268.891692249348,-3256.206623715639
101389.43345775928,-2051.6328984079146,-8809.937333643598
15920.704279572885,-1080.061396737805,-7489.666061424137
15814.936833491583,-12357.676719174391,-14336.72897996579
28171.50573000015,5473.963418752817,-1499.1814931479566
11005.119214394404,4809.439304181607,-17009.547361591813
13865.089824684475,-473.763390811974,-7123.705264431324
25905.85996039105,-1444.380400293189,-4174.359809823586
11952.56878445445,7216.513531234274,-14105.6175911528
25337.873204381027,1793.955764148764,-3401.154083232637
23121.984448590203,-1391.0543832361104,-12274.783014440383
23509.25750695151,2448.922263720968,4617.166043733999
7984.392297299693,-4574.509544297891,-3585.459218501304
13979.57406739219,-3258.583447318876,-1101.323257640707
7756.661942308998,483.0280467339872,-4138.751909662032
8769.529625581526,3135.7871471461985,-8474.143376307487
16259.737242505696,6931.656604636286,1641.6904314856251
32271.899243632648,788.3668795497731,-4081.6770002326593
12911.537657516978,-1939.3399893686235,-20290.52155295309
8739.26485767725,3083.689721121312,-8507.403489431174
17323.012174115756,8680.149730203111,-15979.507589032602
12262.753253893465,5688.212029579655,-7388.418504131683
18540.158485152395,159.226020915889,1058.606009941967
10271.841903195527,2375.452448697421,663.5745848483051
19190.22043049703,11005.949537015003,-11807.899881834972
15990.827967051076,-5059.513583309276,-4318.6828267274495
17697.29828868019,10317.713902135069,-2492.5122338584306
15480.378532543562,-13219.68237842691,-12200.85808104738
10749.984892309429,-4786.009863533003,-2216.5004842708327
30518.77307527159,-2306.5334998731723,-3244.038000143667
30573.34338004788,22012.511165701755,-7522.308180222975
24555.099596119435,5158.367125237719,-2677.965493832531
16847.861745109592,-395.24544068701147,-8250.76163442355
10517.432373285006,-3453.384066089685,-3664.97638513896
26020.43822353869,20908.88886915641,-7631.01384617476
34993.82081298089,1953.3934400871265,-3129.076831034955
9996.32423508024,4289.4302151807815,-658.8523573018931
22046.56852602026,-228.8036890618419,7154.096649325638
13864.850574213053,7286.7567938139055,-2554.636756637792
7932.69721937326,-2673.4526923967755,-3238.03891722493
12040.013039470548,-4872.953988237069,-3697.599102628452
11541.695473106742,-4742.318502788664,-2729.46496566361
22889.881431687347,-1143.5129710593724,5063.728414142789
11494.142188546006,-2090.9695950800915,-1547.4866677829125
8246.495564407005,-138.32430783748043,-5369.146755222321
31076.04694842364,-13239.170603059843,-926.045103820892
12163.957806523296,383.9533827229537,-5374.34593433919
8193.213565260618,3422.111664744689,-3455.77956492
28763.022534465224,-10976.778704223572,-4345.250378844587
20525.76710424709,9952.559932171953,3638.94424346557
9090.09027151491,-219.33591692186187,-5402.233810692523
23153.21861699086,-1297.1090947586783,-4054.016378409424
9473.610428050024,-2400.7407476811177,-6323.444455725672
72235.91163667828,-22072.618422352065,-6079.181602016952
11720.941444172438,2726.9264623621207,5548.186774479197
17061.797083891746,-2269.161470268575,-5003.660467998687
8486.096916934044,-3266.1191252131966,-3585.286328290531
23002.33713459696,-9000.889919621979,-14809.81158760197
32485.748500773,621.310285737155,-4178.738402751282
23969.41893362177,-3076.7159226352123,-3800.5513598632697
41317.05362641778,-4930.5959056372885,-8071.576197421999
16378.375124074346,-10706.45928164412,-6994.631307779184
15652.817477860155,-4909.402906325016,-3244.2674567272425
25280.679708424603,24059.69351944442,-9369.753702903208
12019.809997344588,2343.383570954954,-17634.59637594169
19821.529643030124,-2832.5437269958866,-8216.005884238826
14401.788263125727,3084.17069155792,-14835.887141776211
31653.06634464353,-100.63252653803404,-3965.158261297506
35451.914309379055,6436.748022183083,1914.105211188408
16244.109594752212,1906.511910987948,2198.910977390167
17443.541714307885,-147.82365176796637,-20953.551428807503
5885.231726588868,1114.5912199236827,-1580.3344269838094
29761.621544404257,-4796.362100128407,4751.850753266086
15399.19768879014,980.895054695995,5827.549796097311
10207.013904208332,-7447.042929728127,-7894.034884390897
13881.279159324098,7070.591068790518,-20693.45515050874
22930.99919351242,1927.5363860462203,-1982.8308101609505
25050.102652284662,6148.47677866367,-2932.499514920486
10323.838698012149,-296.47029039668337,-3289.3552472661827
14225.373203879846,-5428.140954568835,-10146.601214400009
7755.621857163215,240.22738852045785,-1804.136102678808
28991.21914289198,4484.128644440881,-2024.356002019952
15592.87215696227,4999.959256550751,4762.990915924459
17803.626160169104,-8034.311452046489,-11600.305469591418
22619.765680771205,-8992.352209789715,-8342.56771928312
15300.832544520646,-1494.0205291962834,4695.9898735226525
25754.892245487143,78.26319740270607,212.15455385102564
15037.775742948515,11455.25908895007,-3310.722881286616
25218.440804371447,-3204.722431186496,-1487.0617375592535
13468.144124551998,779.743019961537,-14104.394696675989
18796.53475383712,-7095.947220997733,7424.502921296749
57233.44295108933,-3529.517054025919,-955.8293392428752
22133.09483870437,-8722.110092401703,-4436.315823986681
17941.66460580595,-5436.662752869359,-3085.0956254846355
30291.950699710625,-2687.581275707679,-3089.272996840849
8965.463296550093,4422.446772566223,-9011.551792850123
24042.21555516821,-7525.289977152383,-2972.7181811649
13252.073708767077,2221.246403698532,-2671.087751312696
9456.894118389891,2268.914682742394,-5788.603072873969
8654.372803605542,3665.449630176985,-7477.674739591154
20497.83959234092,17706.833256602225,-5934.24664880477
13369.52693337059,-3663.199250452392,-21753.31312978864
35494.90822096521,-28.279515085685524,-4464.693643807776
15368.444012883005,-4162.863158430077,-9410.693490049962
17656.79779548154,3170.7669251753623,-6480.14824323442
8690.818685252376,4601.772553037459,-2780.707790214028
12616.17953518301,-2594.968551722825,-4050.3427977526494
10128.919911821788,3094.874463960764,-6144.118368570531
22154.049386426406,9124.933644833003,2696.6925342033624
10902.829492353529,2315.378378568625,-7966.117697070795
23681.15970119744,5022.460896139797,-1759.479286309592
13532.05128332798,-3179.9329493364435,-2772.416615594275
29269.683010497265,1786.1928325792162,7679.70340598721
39840.54094960127,1420.3860016017088,-4295.344438569323
7519.424349634522,-138.81707504710687,-3962.920950575103
18304.200919064555,-5297.134607909073,3483.8451098514174
8762.826243408188,4338.077941855796,-4352.84925747769
8699.372076780835,-2424.371830513203,-1334.6305986586706
13076.280916644768,-4843.463172415833,736.9170401059414
9937.381534336024,-314.5162400021231,-8421.896458020137
33462.79080032144,30785.204162904945,-11536.609344760149
22766.527406019137,-1759.4396974962738,694.687497988517
46944.54071563621,9709.991453038956,2492.9269939650994
16373.455744744542,750.1718668130508,-13261.875728589972
16267.458464604952,-6344.076496877952,-4541.28826668823
21971.03496082214,-4622.647666671593,-1665.1548668165208
32495.12248143265,2681.990526684021,-3615.556332474986
13855.324570092947,5793.602834391392,-3995.396001561735
6299.450379897136,969.005003763942,-4125.868738197746
17173.17998666708,7584.014286455825,-1911.3342863910616
19296.85241469144,-116.57023764892776,8738.113193227011
16929.665720085166,-8249.662826825173,-11756.243545905689
13553.739924520887,11161.73465869078,-16789.818644925846
18463.030208329423,10577.893358250154,-2591.8297409010856
